stop_id;stop_code;stop_name;stop_desc;stop_lat;stop_lon;zone_id;stop_url;location_type;parent_station;stop_timezone;wheelchair_boarding
3339632;;Colin / veintinueve Sur;;-3544816656;-7168984889;;;0;;;0
3339636;;Colin / Veintiocho Sur;;-3544781989;-716895871;;;0;;;0
3339641;;K-55;;-3542536625;-7160372615;;;0;;;0
3339987;;Cruce ruta 115 / Parada 1;;-3544888984;-7154365744;;;0;;;0
3339991;;K-555 / parada 2;;-3544808117;-7154309744;;;0;;;0
3339995;;K-555 / Parada 3;;-354466155;-715421689;;;0;;;0
3339999;;Cruce ruta 115 / Parada 1;;-3544877995;-715434435;;;0;;;0
3340001;;K-555 / Parada 2;;-3544631522;-7154182613;;;0;;;0
3340006;;K-555 / Parada 4;;-3544161153;-7153748961;;;0;;;0
3340020;;K-555 / Parada 3;;-3544419784;-7153924048;;;0;;;0
3340024;;K-555 / Parada 4;;-3543364919;-7153451407;;;0;;;0
3340038;;Cruce Ruta 115 San Miguel / parada 1;;-3543004383;-7153382358;;;0;;;0
3340041;;Cruce Ruta 115 San Miguel / Parada 2;;-3542890391;-7154020664;;;0;;;0
3340042;;Cruce Ruta 115 San Miguel / Parada 3;;-3542832071;-7154358576;;;0;;;0
3340061;;Cruce Ruta 115 San Miguel / Parada 4;;-3542379259;-7156529464;;;0;;;0
3340068;;Cruce Ruta 115 San Miguel / Parada 3;;-3542434094;-7156236193;;;0;;;0
3340070;;Cruce Ruta 115 San Miguel / Parada 5;;-3542216246;-7157754254;;;0;;;0
3340077;;Cruce Ruta 115 San Miguel / Parada 6;;-354217377;-7159041317;;;0;;;0
3340142;;Cruce Ruta 115 San Miguel / Parada 4;;-3542235436;-7157496214;;;0;;;0
3340143;;Cruce Ruta 115 San Miguel / Parada 2;;-3542492474;-7156002223;;;0;;;0
3340144;;Cruce Ruta 115 San Miguel / Parada 1;;-3542701422;-715526247;;;0;;;0
3388257;;Calle 21 Poniente / Veintidos 1/2 Sur;;-3543817973;-7169466645;;;0;;;0
3388261;;Diecisiete Poniente / Veinte 1/2 Sur;;-3543681039;-716900089;;;0;;;0
3388265;;Treinta y dos Ote / Pasaje Siete y medio Sur B;;-354425677;-7162952632;;;0;;;0
3388279;;Terminal;;-3543821469;-7162611991;;;0;;;0
3388291;;Diecisiete Poniente / Diecinueve Sur;;-3543578677;-7168850541;;;0;;;0
3388474;;Terminal / Templanza;;-353934122;-7165133268;;;0;;;0
3388493;;Cinco 1/2 / Ote B / Circunvalación Norte;;-3539880835;-7164776802;;;0;;;0
3388496;;Circunvalación Nte / Veintiuno 1/2 Norte;;-3539973974;-7164588358;;;0;;;0
3388507;;Circunvalación Norte / Cinco 1/2 Ote D;;-3540017248;-7164475309;;;0;;;0
3388513;;Veinte Norte B / Diecinueve Nte C;;-3540280495;-7164938807;;;0;;;0
3388514;;Diecinueve Norte C / Cinco 1/2 Ote;;-3540244282;-7165096661;;;0;;;0
3388522;;Cinco Oriente / Dieciseis Nte;;-3540480071;-7165360105;;;0;;;0
3388526;;Catorce Nte / Seis 1/2 Oriente B;;-3540683533;-7165150729;;;0;;;0
3388533;;Siete Oriente / Trece Nte;;-3540961925;-7165230095;;;0;;;0
3388580;;Dieciséis Sur / Nueve 1/2 Sur;;-354475811;-7165765263;;;0;;;0
3388586;;Terminal / Once Oriente;;-3544864011;-716519925;;;0;;;0
3388694;;Once Oriente / Cuatro Nte;;-3542395086;-7164968742;;;0;;;0
3388759;;Cinco 1/2 Oriente D / 20 Nte D;;-3540149334;-7164716824;;;0;;;0
3388766;;Circunvalación Norte / Cinco 1/2 Ote C;;-3539937025;-7164656907;;;0;;;0
3390952;;Avenida San Miguel / Calle 30 Ote;;-3543440549;-7162895915;;;0;;;0
3391043;;k-610 / Parada 1;;-3545916198;-7171922133;;;0;;;0
3391048;;k-610 / Parada 1;;-3546126411;-7172498791;;;0;;;0
3391064;;k-610 / Población Los Maitenes;;-3546258184;-7172806237;;;0;;;0
3391066;;k-610 / María Aux. Colín;;-3546570036;-7173170104;;;0;;;0
3391067;;k-610 / María Aux. Colín;;-3546618146;-7173200573;;;0;;;0
3391068;;K-610 / paradero 3;;-3546953922;-7173790748;;;0;;;0
3391242;;K-610 / Parada 3;;-3546934559;-7174383965;;;0;;;0
3391251;;Querquel / K-610;;-3547119697;-7174634559;;;0;;;0
3391253;;Quernel / paradero 3;;-3547901713;-7174714118;;;0;;;0
3391254;;Quernel / Paradero 1;;-3547295575;-7174644649;;;0;;;0
3391255;;Quernel / Paradero 2;;-3547513571;-7174663961;;;0;;;0
3391256;;Quernel / paradero 4;;-3548028177;-7174726993;;;0;;;0
3391257;;Quernel / Paradero 1;;-3547294701;-7174652427;;;0;;;0
3391263;;Quernel / Paradero 2;;-3548182159;-7175183773;;;0;;;0
3391265;;Quernel / Paradero 6;;-3548497103;-7175645918;;;0;;;0
3391266;;Terminal;;-3548511954;-7175848156;;;0;;;0
3391267;;Quernel / Paradero 5;;-3548333735;-7175399155;;;0;;;0
3391269;;k-610 / Parada 2;;-3546139308;-7172501028;;;0;;;0
3391906;;Quernel / Cementerio;;-3548459101;-7174788415;;;0;;;0
3719534;;Avenida Duao / Numpay;;-3545372575;-7168684203;;;0;;;0
3719538;;Avenida Duao / Chacarillas;;-3545373707;-7168496618;;;0;;;0
3766900;;Madrid / Pasaje Badajoz;;-3543686043;-7167318612;;;0;;;0
3766911;;San Juan / Bernardo O´Higgins;;-3543428047;-7167259637;;;0;;;0
3766914;;Bernardo O'Higgins / El Arenal;;-35430526;-7167149976;;;0;;;0
3766957;;Veintitrés Oriente / Psje Uno 1/2 Sur A;;-3543147363;-71633916;;;0;;;0
3766960;;Veintitrés Oriente / Cuatro Norte;;-3542740193;-7163179495;;;0;;;0
3766961;;Veintitrés Oriente / Dos Sur;;-354319448;-7163410217;;;0;;;0
3766965;;Veintitrés Oriente / Diagonal Cam. al agua Potable;;-3542528687;-7163038847;;;0;;;0
3766967;;Veintitrés Oriente / Ocho 1/2 Norte;;-3542405762;-7162920449;;;0;;;0
3766977;;Diez Norte / Veintitres Ote;;-354234245;-716282838;;;0;;;0
3767008;;Avenida Circunvalación Oriente / Cinco Nte;;-3542698144;-716260609;;;0;;;0
3767010;;Lago Laja / 25 Ote;;-3542905774;-7162901402;;;0;;;0
3767013;;Avenida Circunvalación Oriente / Cinco Nte;;-3542710601;-7162571489;;;0;;;0
3767014;;Avenida Circunvalación Oriente / Siete Nte;;-3542500562;-7162485123;;;0;;;0
4425238;;Culenar;;-3545703453;-7169296861;;;0;;;0
4425239;;Camino a Maule;;-3546267985;-716948247;;;0;;;0
4425240;;Camino a Maule - Parque del Maule;;-3546628006;-7169600487;;;0;;;0
4425242;;Camino a Maule - Camino Barros Negros;;-3547387317;-7169817209;;;0;;;0
4425243;;Camino a Maule - Camino Ruta 5;;-3547739425;-7170013547;;;0;;;0
4425244;;Camino a Maule - Unihue;;-3548527024;-7170416415;;;0;;;0
4425245;;Camino a Maule - Escuela Numpay;;-3548651513;-7170473814;;;0;;;0
4425246;;Camino a Maule - Republica del Peru;;-3551886668;-7170033932;;;0;;;0
4425247;;Camino a Maule - Las Vertientes;;-3552351221;-7169851542;;;0;;;0
4425248;;Balmaceda - Camino a Talca;;-3552483946;-7169570446;;;0;;;0
4425249;;Balmaceda - Freire;;-3552450328;-7169395298;;;0;;;0
4425250;;Balmaceda - Bernardo O'Higgins;;-3552423478;-7169246167;;;0;;;0
4425251;;Ignacio Serrano - Portales;;-3552090786;-7168828815;;;0;;;0
4425252;;Balmaceda - Ignacio Serrano;;-3552339433;-7168778121;;;0;;;0
4425253;;Ignacio Serrano - Las Araucarias;;-3551865928;-7168887287;;;0;;;0
4425254;;Las Araucarias - Bernardo O'Higgins;;-3551934914;-7169342995;;;0;;;0
4425255;;Bernardo O'Higgins - Balmaceda;;-3552144489;-716931054;;;0;;;0
4425256;;Diego Portales - Camilo Zamorano;;-355220998;-7169612288;;;0;;;0
4425259;;Portales - Camino a Talca;;-3552242944;-7169867635;;;0;;;0
4425260;;Camino a Maule - Cajamarca;;-3551850864;-7170019448;;;0;;;0
4425262;;Camino a Talca - El Mirador;;-3551645648;-7170100987;;;0;;;0
4425263;;Camino a Talca - Flores de Unihue;;-3549439459;-7170478106;;;0;;;0
4425265;;Escuela Numpay;;-3548651513;-7170428753;;;0;;;0
4425266;;Camino a Talca - Camino a Ruta 5;;-3547774373;-7169967413;;;0;;;0
4425267;;Camino a Talca - Loteo Barros Negros;;-3547372464;-7169759274;;;0;;;0
4425268;;Camino a Talca - Colegio San Esteban;;-3546725873;-7169581175;;;0;;;0
4425269;;Camino a Talca - Parque del maule;;-3546594801;-7169527531;;;0;;;0
4425270;;Parada Camino a Talca;;-3546262742;-7169430971;;;0;;;0
4425271;;Terminal de Buses;;-3543016581;-7164733887;;;0;;;0
4425518;;3 Sur - Plaza Arturo Prat;;-3543102253;-7164497852;;;0;;;0
4425519;;Cruce varoli - Ruta 5;;-3543205408;-7163768291;;;0;;;0
4425520;;Ruta 5 - Cruce Tabaco;;-3545031382;-7164450645;;;0;;;0
4425521;;Ruta 5 Sur - Camino Los Patos Chacarillas;;-3546861312;-7165183157;;;0;;;0
4425522;;Ruta 5 - Cruce Unihue;;-3548839334;-7165965557;;;0;;;0
4425523;;Ruta 5 - Km 263;;-3550003728;-7166424751;;;0;;;0
4425524;;Ruta 5 - Cruce Maule;;-3552169376;-7167793751;;;0;;;0
4425525;;Ruta 5 - Pronto Copec;;-3553113484;-7168642402;;;0;;;0
4425526;;Ruta 5 - Puente Maule;;-355483726;-7169681758;;;0;;;0
4425527;;Ruta 5 - Bobadilla;;-3556234254;-7169644207;;;0;;;0
4425528;;Ruta 5 - Bobadilla 2;;-3557089744;-7169889092;;;0;;;0
4425529;;Ruta 5 - Cruce La Palma;;-3557714034;-7170504281;;;0;;;0
4425530;;Ruta 5 - San Javier;;-3559748576;-7170709044;;;0;;;0
4425532;;Balmaceda - Ruta 5 Sur;;-3560121436;-7170702053;;;0;;;0
4425533;;Balmaceda - Warken;;-3560064174;-7170946662;;;0;;;0
4425534;;Balmaceda - Chanquico;;-3560018116;-7171155699;;;0;;;0
4425535;;Balmaceda - Viña Balduzzi 1;;-355997221;-7171307965;;;0;;;0
4425643;;Balmaceda - Aldunate;;-3559878073;-7171696107;;;0;;;0
4425644;;Balmaceda- San Jeronimo;;-3559836106;-7171865182;;;0;;;0
4425645;;Balmaceda;;-3559775626;-7172106054;;;0;;;0
4425646;;Balmaceda - Las Araucarias;;-3559722803;-7172310282;;;0;;;0
4425647;;Balmaceda - León Gallo;;-3559640544;-7172626959;;;0;;;0
4425648;;Balmaceda - Chorrillos;;-3559569662;-7172897226;;;0;;;0
4425649;;Chorrillos - Sargento Aldea;;-355948344;-717289085;;;0;;;0
4425650;;Chorrillos - Torreblanca;;-3559252683;-7172695004;;;0;;;0
4425651;;Pulluquen - Chorrillos;;-355915558;-7172648752;;;0;;;0
4425652;;Pulluquen - Colegio Leonardo Da Vinci;;-3559123622;-7172777248;;;0;;;0
4425653;;Pulluquen - Esmeralda;;-3559088658;-7172938501;;;0;;;0
4425654;;Pulluquen - Cienfuegos;;-3559049413;-7173109384;;;0;;;0
4425655;;Pulluquen - Miraflores;;-3559026129;-7173214867;;;0;;;0
4425656;;Pulluquen - Los Olivos;;-355894536;-7173533494;;;0;;;0
4425657;;Pulluquen - Serrano;;-3558892757;-7173746071;;;0;;;0
4425658;;Serrano - Torreblanca;;-3559017251;-7173812643;;;0;;;0
4425659;;Serrano - Aurelio Meza;;-3559189729;-717387637;;;0;;;0
4425660;;Jose T. Diaz - Aurelio Meza (Gimnasio Municipal);;-3559161832;-717403151;;;0;;;0
4425661;;Jose T. Diaz - Arturo Prat;;-3559274892;-7174073677;;;0;;;0
4425662;;Juntas Viejas - Serrano;;-3559463884;-7174075243;;;0;;;0
4425663;;Juntas Viejas   - Plaza;;-3559633576;-7174015358;;;0;;;0
4425664;;Juntas Viejas - Villa Puesta del Sol;;-3559729197;-7173969456;;;0;;;0
4425666;;Juntas Viejas - Osvaldo Villalobos;;-3559769273;-7173642091;;;0;;;0
4425667;;Juntas Viejas - Cancha de Carreras;;-355977389;-7173382891;;;0;;;0
4425668;;Cancha de Carreras - 2480;;-355980033;-7173309039;;;0;;;0
4425669;;Cancha de Carreras - Chorrillos;;-3559887059;-7173166013;;;0;;;0
4425670;;Chorrillos - Alessandri;;-3559728167;-7173031639;;;0;;;0
4425671;;Chorrillos 1454;;-355963604;-7172974415;;;0;;;0
4425672;;Balmaceda - Copec;;-3559605312;-7172846475;;;0;;;0
4425673;;Balmaceda - Leon Gallo;;-3559645181;-7172701877;;;0;;;0
4425674;;Balmaceda - Mac Iver;;-3559701405;-7172480422;;;0;;;0
4425675;;Balmaceda - Las Araucarias;;-3559738744;-7172306591;;;0;;;0
4425676;;Balmaceda - Lago Villarrica (El Mimbral);;-3559788226;-7172088016;;;0;;;0
4425677;;Balmaceda - San Geronimo;;-3559832308;-7171935745;;;0;;;0
4425678;;Balmaceda - Villa Jose Amigo;;-3559867446;-7171767877;;;0;;;0
4425680;;Balmaceda - Warnken;;-3560059297;-7171003163;;;0;;;0
4425681;;Balmaceda - Salida Ruta 5 Sur;;-3560118463;-7170752586;;;0;;;0
4425682;;Calle de Servicio Ruta 5 Sur Parada con Balmaceda;;-3560109569;-717057247;;;0;;;0
4425683;;Ruta 5 Sur  -- Bobadilla;;-3557749956;-7170489656;;;0;;;0
4425684;;Ruta 5 Sur - Cruce Colbun - Bobadilla;;-35569891;-7169825578;;;0;;;0
4425686;;Ruta 5 Sur - Cruce Maule;;-3552118749;-7167698387;;;0;;;0
4425687;;Ruta 5 Sur - Cruce Unihue;;-3548912911;-7165959711;;;0;;;0
4425688;;Ruta 5 Sur - Chacarillas;;-3548242479;-7165693537;;;0;;;0
4425689;;Ruta 5 Sur - Chacarillas 1;;-3548024686;-7165610669;;;0;;;0
4425691;;Ruta 5 Sur - Cruce El Tabaco;;-3545062074;-7164432906;;;0;;;0
4425692;;21 Oriente - Cruce Varoli - Av San Miguel;;-354324868;-7163693726;;;0;;;0
4425693;;3 1/2 Sur - Plaza Arturo Prat;;-3543187705;-7164426774;;;0;;;0
4425709;;Cruce Pueblecillo;;-3554780499;-7169634261;;;0;;;0
4426141;;6 Oriente - Alameda;;-3542181847;-7165799493;;;0;;;0
4426142;;6 Oriente - 6 Norte;;-3541974839;-7165780933;;;0;;;0
4426143;;Av Lircay - 19 Norte;;-3540650621;-7164474249;;;0;;;0
4426144;;Ruta 5 - Panguilemo;;-3537628773;-7159834027;;;0;;;0
4426145;;Ruta 5 - Cruce Pelarco;;-3536897713;-7159039038;;;0;;;0
4426146;;Ruta 5 - Panguilemo 2;;-3535624534;-7157820839;;;0;;;0
4426147;;Ruta 5 Sur - Alto Pangue;;-3534903385;-7157461913;;;0;;;0
4426148;;Ruta 5 Sur - Panguilemito;;-3533587482;-7155896311;;;0;;;0
4426149;;Ruta 5 Sur - Pronto Copec San Rafael;;-3532000273;-7153899493;;;0;;;0
4426150;;Ruta 5 Sur - San Rafael;;-3530544239;-7152065548;;;0;;;0
4426151;;Av Oriente - Villa Don Sebastian;;-35302325;-7151381314;;;0;;;0
4426152;;Av Oriente - Villa Don Sebastian 2;;-3530113418;-7151237547;;;0;;;0
4426153;;Av Cementerio - Cementerio de San Rafael;;-3529979449;-7151124358;;;0;;;0
4426154;;Interior Villa Don Sebastian;;-3529964125;-7151198387;;;0;;;0
4426155;;Villa Don Sebastian - Paradero 2;;-3530046871;-715127027;;;0;;;0
4426156;;Villa Don Sebastian - Paradero 3;;-3530121298;-715135181;;;0;;;0
4426157;;Villa Don Sebastian - Paradero 4;;-3530193098;-715143013;;;0;;;0
4426158;;Villa Don Sebastian - Av Cementerio;;-3530225933;-7151395261;;;0;;;0
4426159;;Av Cementerio - San Rafael;;-3530307363;-7151474655;;;0;;;0
4426160;;Av Cementerio - Alcalde Libia Ronca;;-3530389668;-715155834;;;0;;;0
4426161;;Av Oriente - Plaza San Rafael;;-3530489264;-7151666164;;;0;;;0
4426162;;Avenida Oriente - 2231;;-3530603963;-7151791692;;;0;;;0
4426163;;Av San Rafael - Los Sauces;;-3530776445;-7151417524;;;0;;;0
4426164;;Av San Rafael - Calle 2;;-3530921783;-7151181757;;;0;;;0
4426165;;Alcalde Livia Ronca - Av Cementerio;;-353038923;-7151587844;;;0;;;0
4426166;;Escuela San Rafael;;-3530761342;-7151736975;;;0;;;0
4426167;;Av San Rafael - Los Sauces;;-3530783231;-7151440859;;;0;;;0
4426168;;Av San Rafael - Escuela San Rafael;;-353074602;-7151730001;;;0;;;0
4426169;;Av Oriente - Plaza San Rafael;;-3530497363;-7151648998;;;0;;;0
4426170;;Av Cementerio -  Semaforos;;-3530395797;-7151539028;;;0;;;0
4426171;;San Rafael Poniente - Pasarela;;-3530569616;-7152155308;;;0;;;0
4426172;;Ruta 5 Sur - San Rafael Sur;;-3530811602;-7152450293;;;0;;;0
4426173;;Ruta 5 Sur - Frente Terpel;;-3531213523;-715296701;;;0;;;0
4426174;;Ruta 5 Sur - Fente Pronto Copec San Rafael;;-3532040889;-715400632;;;0;;;0
4426175;;Ruta 5 Sur - Alto pangue;;-3534938332;-7157532692;;;0;;;0
4426176;;20 Oriente - 2 Norte;;-354287146;-7163624525;;;0;;;0
4426177;;20 Oriente - Av San Miguel;;-3543114491;-7163712502;;;0;;;0
4426196;;2 Norte - 21 Oriente;;-3542904681;-7163536549;;;0;;;0
4426204;;7 Oriente - 8 Norte;;-3541722646;-716562438;;;0;;;0
4426205;;7 Oriente - 6 Norte;;-3541970958;-7165650129;;;0;;;0
4426206;;7 Oriente - Alameda;;-3542259479;-7165663004;;;0;;;0
4426207;;Alameda- 11 Oriente;;-3542338165;-7165034294;;;0;;;0
5225799;;Doce Ote / Catorce Sur;;-3544714336;-7165115565;;;0;;;0
5225818;;Doce Nte / Nueve Oriente;;-3541280431;-7165333897;;;0;;;0
5225819;;Doce Nte / Siete Ote;;-354123529;-7165494964;;;0;;;0
5225820;;Avenida Isidoro del Solar / Tres Nte;;-3542283085;-7166971385;;;0;;;0
5225821;;Doce Ote / Tres 1/2 Sur;;-3543183116;-7164835811;;;0;;;0
5225822;;Dieciocho Ote / Ocho Sur;;-3543704117;-7164438307;;;0;;;0
5225844;;Calle 9 Nte / 6 Ote;;-3541574005;-7165723085;;;0;;;0
5225845;;Ocho Nte / 1 Ote;;-3541668655;-716636306;;;0;;;0
5225846;;1 Ote / Cinco Nte;;-3542013144;-7166466862;;;0;;;0
5225847;;32 Ote / Once Sur;;-3544683745;-7163169086;;;0;;;0
5225848;;32 Ote / Nueve Sur;;-3544402084;-7162995815;;;0;;;0
5225877;;Ocho Sur / Treinta y Cuatro y Medio Ote B;;-3544566406;-7162310243;;;0;;;0
5225878;;32 Ote / Ocho 1/2 Sur;;-3544317081;-7162929028;;;0;;;0
5225879;;Ocho Sur / Veintiséis y Medio Ote;;-3543907133;-71636087;;;0;;;0
5225880;;Dos Ote / Cuatro Nte;;-3542208333;-7166345358;;;0;;;0
5225881;;Dos Ote / Cinco Nte;;-3542071286;-716633597;;;0;;;0
5225882;;Av. 5 Pte / Veintiocho Sur;;-3544862919;-716820091;;;0;;;0
5225883;;Ignacio Carrera Pinto / Tres Pte;;-3544307467;-7167257309;;;0;;;0
5225884;;Manuel Rodríguez / Pje. Ilusión;;-3540938753;-7166257113;;;0;;;0
5225885;;Doce Nte / Lircay;;-3541292454;-7165338725;;;0;;;0
5225904;;30 Oriente / Nueve Sur;;-3544185751;-7163372397;;;0;;;0
5225905;;Ocho Sur / Catorce Ote;;-3543665218;-716456008;;;0;;;0
5225906;;Catorce Oriente / Siete Sur;;-3543613644;-7164601922;;;0;;;0
5226845;;Dos Norte / Tres Pte;;-3542438707;-7166887701;;;0;;;0
5226846;;Dos Nte / Cinco Pte;;-3542414883;-7167170942;;;0;;;0
5226922;;Sgto Candelaria / Pje América;;-3544130903;-7165945709;;;0;;;0
5226923;;Av. Isidoro del Solar / Cuatro Nte;;-3542223633;-7166992307;;;0;;;0
5226930;;21 Poniente / Veintisiete Sur;;-354422727;-7169840276;;;0;;;0
5226932;;Ruta 118;;-3540073452;-7163212001;;;0;;;0
5226933;;Carlos Schorr / Colín;;-3542926536;-7167481542;;;0;;;0
5235142;;Diecinueve 1/2 Pte;;-3544560943;-7169855833;;;0;;;0
5235194;;29 Sur / Trece Pte;;-3544710184;-7169231415;;;0;;;0
5235195;;29 Sur / Once 1/2 Pte;;-3544754322;-7169113934;;;0;;;0
5235196;;Colin / Siete 1/2 Pte;;-3544709747;-7168886214;;;0;;;0
5235220;;Circunvalación / 16 Ote;;-3541685486;-716374737;;;0;;;0
5235243;;14 Ote / Dieciséis Nte;;-3541538812;-7164017737;;;0;;;0
5235244;;14 Ote / Calle 9 Nte;;-3541863634;-7164378762;;;0;;;0
5235253;;28 Sur / Av. 10 Ote;;-3545940937;-7166055679;;;0;;;0
5235254;;9 Ote / 27 Sur;;-3545741469;-7166329265;;;0;;;0
5235255;;9 Ote / 26 Sur;;-3545617809;-71662606;;;0;;;0
5235256;;Catorce Sur / Carab Raúl Lucero;;-3544567935;-7165400952;;;0;;;0
5235257;;Diez Ote / Vice Sgto Pro Anselmo;;-3544302878;-7165317267;;;0;;;0
5235258;;Diez Ote / Mariano Latorre;;-3544086105;-7165245652;;;0;;;0
5235259;;Veinte Sur / Colin;;-3544031911;-716830042;;;0;;;0
5235261;;14 Pte / 28 Sur;;-3544598527;-7169268698;;;0;;;0
5235262;;14 Pte / Veintisiete Sur;;-3544458679;-7169191182;;;0;;;0
5235283;;K-620;;-3545465526;-7169160873;;;0;;;0
5235284;;K - 620;;-3545871244;-7169334948;;;0;;;0
5235326;;Catorce Sur / Pje. América;;-3544306592;-7165993989;;;0;;;0
5235327;;Circunvalación Norte / 21 1/2 Nte;;-3539993433;-7164513946;;;0;;;0
5235328;;Cinco 1/2 Ote D / Veintiuno 1/2 Nte B;;-3540127236;-7164678901;;;0;;;0
5235336;;Diez Nte / Camino Agua Potable;;-354244439;-7162690848;;;0;;;0
5235337;;23 Ote  / Villarrica;;-3542873865;-7163258672;;;0;;;0
5235475;;Madrid / San Juan;;-3543491481;-7167246044;;;0;;;0
5235486;;K-55 / 9 1/2 Nte C;;-3542989917;-7160655856;;;0;;;0
5235487;;K-55 / Cinco Nte;;-3543302661;-7160844415;;;0;;;0
5235488;;Av. San Miguel / Del Parque;;-3543649921;-716224131;;;0;;;0
5235491;;K-610;;-3545572802;-7169789046;;;0;;;0
5235492;;Catorce Sur / Cuatro 1/2 Pte C;;-3543792186;-716761592;;;0;;;0
5235493;;Catorce Sur / Circunvalación Sur;;-3544020767;-716704461;;;0;;;0
5235494;;Circunvalación Sur / Piduco;;-3543579989;-7166966826;;;0;;;0
5235501;;Av. San Miguel / Uno Sur;;-3543937508;-7161388099;;;0;;;0
5235502;;K-55 / 9 Nte;;-3543104438;-716071111;;;0;;;0
5235503;;K-55 / Calle 9 1/2 Nte C;;-35429532;-7160616159;;;0;;;0
5235513;;Cruce Panamericana Sur;;-3536362846;-715860343;;;0;;;0
5235514;;Panamericana Sur km 278;;-3538322455;-7160478294;;;0;;;0
5235515;;Panguilemo I;;-3536515301;-7159155428;;;0;;;0
5235516;;Panguilemo II;;-353640878;-7159022391;;;0;;;0
5240952;;K-610 / Parada 2;;-3546144988;-7172530264;;;0;;;0
5241338;;I - Nueve Oriente / Veintidós Sur O;;-35450434;-7166045219;;;0;;;0
5241339;;I - Nueve Oriente / Dieciocho Sur;;-3544938739;-7166064262;;;0;;;0
5241340;;I - Nueve Oriente / Catorce Sur;;-3544436609;-7165757149;;;0;;;0
5241341;;I - Catorce Sur / Pje Siete;;-3544175044;-7165832251;;;0;;;0
5241342;;I - 1 Pte / Uno Sur;;-354277005;-7166672587;;;0;;;0
5241343;;I - Cuatro Oriente / Once Nte;;-3541332895;-7165988088;;;0;;;0
5241344;;I - Cuatro Oriente / Pje Doce 1/2 Nte;;-3540893501;-7165928811;;;0;;;0
5241345;;I - 4 Ote / Trece Nte;;-3540725825;-7165710747;;;0;;;0
5241346;;I - Trece Nte / Cinco Ote;;-3540811521;-7165596485;;;0;;;0
5241347;;I - Cinco Ote / Pje Germán Riesco;;-3540614331;-7165419996;;;0;;;0
5241348;;I - Cinco Ote / Catorce Nte;;-3540522074;-7165360987;;;0;;;0
5241349;;I - Cinco Ote / Dieciocho 1/2 Norte;;-3540300827;-7165297151;;;0;;;0
5241350;;I - Cinco Oriente;;-3539856566;-7165183961;;;0;;;0
5241351;;I - Carretera Acceso Norte / 5 Ote;;-3539671596;-7165116906;;;0;;;0
5241352;;I - Carretera Acceso Norte / Cinco 1/2 Oriente B;;-3539758616;-7164729059;;;0;;;0
5241357;;I - Carretera Acceso Norte;;-3539788351;-7164605945;;;0;;;0
5241358;;I - Don Gonzalo;;-3539633334;-7164533257;;;0;;;0
5241359;;I - Don Gonzalo / Calle Central;;-3539605566;-7164528966;;;0;;;0
5241360;;I - Circunvalación Nte / 5 1/2 Oriente G;;-3539502365;-7164980114;;;0;;;0
5241361;;I - Cruce Av. Lircay-Av. Circunvalación / 21 Nte;;-3539523355;-7165118515;;;0;;;0
5241362;;I - Cinco Ote / Diecinueve Nte B;;-3540176646;-7165266305;;;0;;;0
5241363;;I - Cinco Ote / Manuel Montt;;-3540643625;-7165456474;;;0;;;0
5241364;;I - Trece Nte / 4 Ote;;-3540730197;-7165688753;;;0;;;0
5241365;;I - Tres Ote / 9 Nte;;-3541525915;-7166149288;;;0;;;0
5241366;;I - Tres Ote / Siete Nte;;-3541774451;-7166175842;;;0;;;0
5241367;;I - Nueve Ote / Diez Sur;;-3543817317;-716546452;;;0;;;0
5241368;;I - Once 1/2 Sur / Pje Sto Domingo;;-3543973565;-716559273;;;0;;;0
5241369;;I - Cost / Siete Ote;;-3543846163;-7165815353;;;0;;;0
5241370;;I - Cinco 1/2 Ote / El Arroyo;;-3544163681;-7166157871;;;0;;;0
5241371;;I - Trece Sur / Pje América;;-3544127188;-7165974677;;;0;;;0
5241372;;I - Catorce Sur / Pje Veintitrés;;-3544173296;-7165852904;;;0;;;0
5241373;;I - Catorce Sur / Inés de Suarez;;-3544243441;-7165695727;;;0;;;0
5241374;;I - Inés de Suárez / Amira;;-3544297852;-7165669978;;;0;;;0
5241375;;I - Nueve Oriente / Veintidós Sur O;;-3545047114;-7166051656;;;0;;;0
5241376;;I - 9 Oriente / 24 Sur;;-3545312803;-7166096985;;;0;;;0
5241377;;I - 24 Sur / 9 Ote A;;-3545356719;-7166039586;;;0;;;0
5241378;;I - 24 Sur / 9 Ote D;;-3545411559;-7165897965;;;0;;;0
5241379;;I - 24 Sur / 10 Ote;;-3545442148;-7165814281;;;0;;;0
5241380;;I - Ruta 118;;-3539863125;-7162619233;;;0;;;0
5241381;;I - Once Ote / Uno Sur;;-3542798025;-7165034831;;;0;;;0
5241382;;I - Veintisiete Sur / 21 Pte;;-3544218529;-7169813186;;;0;;;0
5241383;;I - Veintisiete Sur / Pje Diecinueve Pte;;-3544271848;-7169684708;;;0;;;0
5241384;;I - Veintisiete Sur / Dieciocho Pte;;-354429807;-716955328;;;0;;;0
5241385;;I - Panamericana Sur / Parada I;;-3536468712;-7158675849;;;0;;;0
5241386;;I - Panamericana Sur / Panguilemo;;-3536536955;-7158740759;;;0;;;0
5241387;;I - Panamericana Sur / Parada II;;-3537618931;-715986219;;;0;;;0
5241388;;I - Panamericana Sur / Parada III;;-3539159955;-7161265254;;;0;;;0
5241389;;I - Panamericana Sur / Parada IV;;-3539311264;-7161411703;;;0;;;0
